time_matrix;configurations;answer;answer_time
[[11, 5, 16], [10, 19, 17], [14, 11, 16]];[[1, 3, 2], [1, 2, 3], [1, 3, 1], [3, 2, 3], [3, 1, 2], [2, 3, 1], [3, 2, 2], [2, 1, 1], [2, 2, 1], [1, 1, 3]];[[3, 1, 2], [3, 2, 2], [3, 2, 3], [1, 2, 3], [1, 1, 3], [1, 3, 2], [1, 3, 1], [2, 3, 1], [2, 2, 1], [2, 1, 1]];169
[[10, 8, 17], [20, 19, 17], [6, 14, 9]];[[2, 2, 3], [2, 2, 1], [3, 1, 3], [3, 1, 1], [1, 1, 2], [1, 2, 1], [2, 1, 3], [3, 3, 2], [3, 2, 3], [2, 3, 2]];[[3, 1, 1], [3, 1, 3], [2, 1, 3], [1, 1, 2], [2, 3, 2], [3, 3, 2], [3, 2, 3], [2, 2, 3], [2, 2, 1], [1, 2, 1]];178
[[8, 17, 11], [10, 11, 20], [8, 11, 18]];[[3, 1, 3], [3, 2, 2], [1, 2, 1], [3, 3, 1], [1, 3, 1], [2, 2, 1], [2, 1, 1], [1, 2, 3], [1, 3, 3], [1, 2, 2]];[[3, 1, 3], [1, 2, 3], [1, 3, 3], [1, 3, 1], [3, 3, 1], [3, 2, 2], [1, 2, 2], [1, 2, 1], [2, 2, 1], [2, 1, 1]];162
[[8, 17, 11], [10, 11, 20], [8, 11, 18]];[[3, 1, 3], [3, 2, 2], [1, 2, 1], [3, 3, 1], [1, 3, 1], [2, 2, 1], [2, 1, 1], [1, 2, 3], [1, 3, 3], [1, 2, 2]];[[3, 3, 1], [1, 3, 1], [1, 3, 3], [1, 2, 3], [3, 1, 3], [3, 2, 2], [1, 2, 2], [1, 2, 1], [2, 2, 1], [2, 1, 1]];162
[[7, 9, 11], [11, 20, 5], [9, 6, 7]];[[1, 1, 1], [3, 1, 2], [1, 1, 3], [2, 1, 3], [2, 1, 1], [2, 1, 2], [3, 1, 1], [2, 3, 2], [2, 2, 2], [2, 2, 1]];[[3, 1, 2], [3, 1, 1], [1, 1, 1], [1, 1, 3], [2, 1, 3], [2, 1, 2], [2, 1, 1], [2, 2, 1], [2, 2, 2], [2, 3, 2]];106
[[13, 10, 12], [11, 14, 5], [13, 9, 8]];[[1, 1, 2], [3, 2, 1], [2, 3, 3], [3, 1, 2], [1, 3, 3], [1, 3, 1], [3, 3, 2], [2, 3, 2], [1, 3, 2], [3, 3, 1]];[[3, 2, 1], [3, 3, 1], [1, 3, 1], [1, 3, 3], [1, 3, 2], [1, 1, 2], [3, 1, 2], [3, 3, 2], [2, 3, 2], [2, 3, 3]];120
[[13, 10, 12], [11, 14, 5], [13, 9, 8]];[[1, 1, 2], [3, 2, 1], [2, 3, 3], [3, 1, 2], [1, 3, 3], [1, 3, 1], [3, 3, 2], [2, 3, 2], [1, 3, 2], [3, 3, 1]];[[2, 3, 3], [2, 3, 2], [3, 3, 2], [3, 1, 2], [1, 1, 2], [1, 3, 2], [1, 3, 3], [1, 3, 1], [3, 3, 1], [3, 2, 1]];120
[[17, 13, 12], [11, 14, 20], [8, 19, 20]];[[2, 3, 2], [3, 3, 2], [1, 3, 2], [3, 2, 1], [2, 2, 3], [1, 2, 3], [2, 1, 1], [3, 2, 2], [2, 1, 3], [2, 2, 2]];[[3, 2, 1], [3, 2, 2], [2, 2, 2], [2, 3, 2], [3, 3, 2], [1, 3, 2], [1, 2, 3], [2, 2, 3], [2, 1, 3], [2, 1, 1]];181
[[18, 5, 10], [12, 10, 12], [6, 17, 8]];[[3, 3, 1], [1, 2, 3], [3, 3, 2], [3, 3, 3], [2, 2, 3], [2, 2, 2], [1, 2, 2], [3, 2, 1], [3, 1, 3], [1, 2, 1]];[[2, 2, 3], [2, 2, 2], [1, 2, 2], [1, 2, 3], [1, 2, 1], [3, 2, 1], [3, 3, 1], [3, 3, 2], [3, 3, 3], [3, 1, 3]];131
[[7, 20, 13], [13, 7, 8], [14, 13, 11]];[[1, 3, 1], [2, 3, 2], [3, 1, 3], [3, 1, 1], [3, 1, 2], [2, 2, 1], [2, 2, 2], [1, 1, 2], [2, 1, 1], [1, 1, 3]];[[1, 3, 1], [2, 3, 2], [2, 2, 2], [2, 2, 1], [2, 1, 1], [3, 1, 1], [3, 1, 3], [3, 1, 2], [1, 1, 2], [1, 1, 3]];151
[[10, 10, 10], [19, 5, 13], [11, 6, 17]];[[3, 3, 1], [2, 3, 3], [2, 2, 2], [3, 1, 3], [3, 3, 3], [1, 3, 1], [2, 2, 1], [3, 1, 2], [2, 2, 3], [1, 3, 2]];[[2, 2, 2], [2, 2, 1], [2, 2, 3], [2, 3, 3], [3, 3, 3], [3, 1, 3], [3, 1, 2], [3, 3, 1], [1, 3, 1], [1, 3, 2]];137
[[19, 8, 6], [18, 16, 19], [9, 6, 13]];[[1, 1, 2], [2, 1, 2], [2, 3, 1], [2, 3, 2], [3, 3, 3], [2, 2, 3], [2, 1, 1], [2, 2, 2], [1, 3, 2], [1, 2, 3]];[[3, 3, 3], [2, 3, 2], [2, 3, 1], [2, 1, 1], [2, 1, 2], [1, 1, 2], [1, 3, 2], [1, 2, 3], [2, 2, 3], [2, 2, 2]];166
[[19, 8, 6], [18, 16, 19], [9, 6, 13]];[[1, 1, 2], [2, 1, 2], [2, 3, 1], [2, 3, 2], [3, 3, 3], [2, 2, 3], [2, 1, 1], [2, 2, 2], [1, 3, 2], [1, 2, 3]];[[3, 3, 3], [1, 3, 2], [2, 3, 2], [2, 3, 1], [2, 1, 1], [2, 1, 2], [1, 1, 2], [1, 2, 3], [2, 2, 3], [2, 2, 2]];166
[[7, 17, 13], [5, 6, 8], [13, 8, 13]];[[3, 1, 2], [2, 2, 2], [1, 2, 3], [2, 3, 3], [3, 2, 2], [3, 1, 1], [2, 3, 2], [2, 3, 1], [1, 2, 1], [3, 3, 3]];[[1, 2, 3], [1, 2, 1], [3, 1, 1], [3, 1, 2], [3, 2, 2], [2, 2, 2], [2, 3, 2], [2, 3, 1], [2, 3, 3], [3, 3, 3]];135
[[7, 17, 13], [5, 6, 8], [13, 8, 13]];[[3, 1, 2], [2, 2, 2], [1, 2, 3], [2, 3, 3], [3, 2, 2], [3, 1, 1], [2, 3, 2], [2, 3, 1], [1, 2, 1], [3, 3, 3]];[[1, 2, 3], [3, 3, 3], [2, 3, 3], [2, 3, 1], [2, 3, 2], [2, 2, 2], [3, 2, 2], [3, 1, 2], [3, 1, 1], [1, 2, 1]];135
[[7, 10, 14], [6, 15, 16], [11, 20, 8]];[[1, 1, 3], [3, 2, 1], [1, 2, 1], [2, 3, 1], [3, 3, 3], [1, 1, 2], [3, 1, 3], [3, 1, 2], [1, 2, 2], [2, 2, 1]];[[1, 1, 3], [3, 1, 3], [3, 3, 3], [2, 3, 1], [2, 2, 1], [3, 2, 1], [1, 2, 1], [1, 2, 2], [1, 1, 2], [3, 1, 2]];148
[[11, 7, 12], [16, 18, 15], [13, 6, 9]];[[2, 2, 2], [3, 2, 2], [1, 1, 2], [3, 1, 3], [1, 3, 1], [1, 2, 2], [2, 1, 1], [2, 2, 1], [2, 1, 3], [2, 3, 3]];[[3, 1, 3], [2, 1, 3], [2, 1, 1], [2, 2, 1], [2, 2, 2], [3, 2, 2], [1, 2, 2], [1, 1, 2], [1, 3, 1], [2, 3, 3]];164
[[18, 10, 12], [15, 10, 13], [14, 16, 18]];[[3, 2, 2], [1, 3, 1], [1, 1, 1], [3, 2, 3], [2, 3, 3], [2, 1, 3], [3, 3, 3], [1, 1, 2], [3, 1, 1], [2, 2, 2]];[[1, 3, 1], [1, 1, 1], [1, 1, 2], [2, 2, 2], [3, 2, 2], [3, 2, 3], [3, 3, 3], [2, 3, 3], [2, 1, 3], [3, 1, 1]];190
[[8, 10, 6], [9, 15, 13], [13, 6, 12]];[[3, 2, 3], [2, 3, 3], [1, 3, 1], [1, 3, 3], [2, 2, 1], [2, 1, 2], [3, 3, 3], [3, 3, 2], [3, 1, 3], [1, 1, 3]];[[1, 3, 1], [3, 3, 2], [3, 3, 3], [2, 3, 3], [1, 3, 3], [1, 1, 3], [3, 1, 3], [3, 2, 3], [2, 2, 1], [2, 1, 2]];144
[[13, 17, 7], [19, 15, 10], [8, 13, 19]];[[1, 1, 3], [2, 2, 2], [1, 3, 1], [3, 1, 3], [3, 2, 2], [2, 1, 3], [2, 3, 2], [2, 3, 3], [1, 2, 3], [1, 3, 3]];[[1, 3, 1], [1, 3, 3], [1, 2, 3], [1, 1, 3], [3, 1, 3], [2, 1, 3], [2, 3, 3], [2, 3, 2], [2, 2, 2], [3, 2, 2]];153
[[13, 17, 7], [19, 15, 10], [8, 13, 19]];[[1, 1, 3], [2, 2, 2], [1, 3, 1], [3, 1, 3], [3, 2, 2], [2, 1, 3], [2, 3, 2], [2, 3, 3], [1, 2, 3], [1, 3, 3]];[[3, 2, 2], [2, 2, 2], [2, 3, 2], [2, 3, 3], [2, 1, 3], [3, 1, 3], [1, 1, 3], [1, 2, 3], [1, 3, 3], [1, 3, 1]];153
[[16, 8, 13], [10, 18, 16], [15, 14, 5]];[[1, 2, 3], [2, 1, 3], [3, 3, 1], [2, 3, 2], [3, 2, 2], [3, 1, 3], [1, 1, 1], [1, 3, 3], [3, 2, 1], [3, 2, 3]];[[2, 1, 3], [3, 1, 3], [3, 2, 3], [3, 2, 2], [3, 2, 1], [3, 3, 1], [2, 3, 2], [1, 3, 3], [1, 2, 3], [1, 1, 1]];185
[[9, 8, 8], [11, 11, 5], [5, 7, 11]];[[2, 2, 3], [2, 1, 1], [1, 3, 3], [2, 1, 2], [3, 1, 2], [2, 3, 3], [2, 3, 1], [1, 3, 2], [2, 3, 2], [3, 3, 3]];[[2, 2, 3], [2, 3, 3], [3, 3, 3], [1, 3, 3], [1, 3, 2], [2, 3, 2], [2, 3, 1], [2, 1, 1], [2, 1, 2], [3, 1, 2]];98
[[9, 8, 8], [11, 11, 5], [5, 7, 11]];[[2, 2, 3], [2, 1, 1], [1, 3, 3], [2, 1, 2], [3, 1, 2], [2, 3, 3], [2, 3, 1], [1, 3, 2], [2, 3, 2], [3, 3, 3]];[[3, 1, 2], [2, 1, 2], [2, 1, 1], [2, 3, 1], [2, 3, 2], [1, 3, 2], [1, 3, 3], [3, 3, 3], [2, 3, 3], [2, 2, 3]];98
[[20, 19, 7], [18, 13, 7], [9, 15, 15]];[[1, 3, 2], [3, 2, 1], [2, 1, 1], [3, 1, 1], [2, 2, 2], [2, 3, 2], [1, 2, 1], [3, 1, 3], [1, 3, 3], [3, 3, 1]];[[2, 2, 2], [2, 3, 2], [2, 1, 1], [3, 1, 1], [3, 1, 3], [1, 3, 3], [1, 3, 2], [1, 2, 1], [3, 2, 1], [3, 3, 1]];181
[[13, 19, 18], [9, 7, 20], [12, 7, 5]];[[2, 3, 3], [2, 2, 1], [1, 2, 2], [2, 1, 2], [3, 3, 2], [3, 1, 1], [2, 2, 3], [1, 2, 1], [1, 1, 1], [1, 2, 3]];[[1, 2, 2], [1, 2, 3], [1, 2, 1], [1, 1, 1], [3, 1, 1], [3, 3, 2], [2, 3, 3], [2, 2, 3], [2, 2, 1], [2, 1, 2]];157
[[13, 19, 18], [9, 7, 20], [12, 7, 5]];[[2, 3, 3], [2, 2, 1], [1, 2, 2], [2, 1, 2], [3, 3, 2], [3, 1, 1], [2, 2, 3], [1, 2, 1], [1, 1, 1], [1, 2, 3]];[[2, 1, 2], [2, 2, 1], [2, 2, 3], [2, 3, 3], [3, 3, 2], [3, 1, 1], [1, 1, 1], [1, 2, 1], [1, 2, 2], [1, 2, 3]];157
[[13, 19, 18], [9, 7, 20], [12, 7, 5]];[[2, 3, 3], [2, 2, 1], [1, 2, 2], [2, 1, 2], [3, 3, 2], [3, 1, 1], [2, 2, 3], [1, 2, 1], [1, 1, 1], [1, 2, 3]];[[2, 1, 2], [2, 2, 1], [2, 2, 3], [2, 3, 3], [3, 3, 2], [3, 1, 1], [1, 1, 1], [1, 2, 1], [1, 2, 3], [1, 2, 2]];157
[[11, 17, 15], [10, 16, 15], [19, 15, 19]];[[3, 1, 1], [2, 1, 1], [2, 3, 3], [1, 1, 3], [2, 2, 3], [3, 3, 3], [2, 1, 2], [2, 3, 2], [2, 1, 3], [3, 3, 2]];[[3, 1, 1], [2, 1, 1], [2, 1, 2], [2, 3, 2], [3, 3, 2], [3, 3, 3], [2, 3, 3], [2, 2, 3], [2, 1, 3], [1, 1, 3]];179
[[11, 17, 15], [10, 16, 15], [19, 15, 19]];[[3, 1, 1], [2, 1, 1], [2, 3, 3], [1, 1, 3], [2, 2, 3], [3, 3, 3], [2, 1, 2], [2, 3, 2], [2, 1, 3], [3, 3, 2]];[[1, 1, 3], [2, 1, 3], [2, 2, 3], [2, 3, 3], [3, 3, 3], [3, 3, 2], [2, 3, 2], [2, 1, 2], [2, 1, 1], [3, 1, 1]];179
[[20, 13, 15], [5, 14, 9], [13, 16, 19]];[[2, 1, 3], [2, 3, 2], [3, 3, 2], [3, 3, 3], [2, 2, 1], [3, 1, 2], [3, 1, 3], [1, 1, 3], [2, 3, 1], [1, 3, 3]];[[2, 1, 3], [1, 1, 3], [1, 3, 3], [3, 3, 3], [3, 1, 3], [3, 1, 2], [3, 3, 2], [2, 3, 2], [2, 3, 1], [2, 2, 1]];151
[[20, 13, 15], [5, 14, 9], [13, 16, 19]];[[2, 1, 3], [2, 3, 2], [3, 3, 2], [3, 3, 3], [2, 2, 1], [3, 1, 2], [3, 1, 3], [1, 1, 3], [2, 3, 1], [1, 3, 3]];[[2, 2, 1], [2, 3, 1], [2, 3, 2], [3, 3, 2], [3, 1, 2], [3, 1, 3], [3, 3, 3], [1, 3, 3], [1, 1, 3], [2, 1, 3]];151
[[18, 5, 6], [19, 15, 8], [10, 19, 8]];[[3, 3, 2], [3, 1, 3], [2, 1, 3], [2, 1, 1], [3, 2, 3], [3, 1, 2], [3, 3, 3], [2, 1, 2], [1, 3, 1], [1, 2, 3]];[[3, 3, 2], [3, 1, 2], [2, 1, 2], [2, 1, 1], [2, 1, 3], [3, 1, 3], [3, 3, 3], [3, 2, 3], [1, 2, 3], [1, 3, 1]];140
[[18, 5, 6], [19, 15, 8], [10, 19, 8]];[[3, 3, 2], [3, 1, 3], [2, 1, 3], [2, 1, 1], [3, 2, 3], [3, 1, 2], [3, 3, 3], [2, 1, 2], [1, 3, 1], [1, 2, 3]];[[3, 1, 3], [2, 1, 3], [2, 1, 1], [2, 1, 2], [3, 1, 2], [3, 3, 2], [3, 3, 3], [3, 2, 3], [1, 2, 3], [1, 3, 1]];140
[[15, 13, 15], [6, 19, 15], [10, 6, 13]];[[2, 2, 3], [2, 2, 1], [1, 1, 1], [1, 2, 2], [2, 1, 1], [1, 3, 3], [1, 2, 3], [3, 1, 1], [3, 2, 1], [2, 1, 3]];[[1, 2, 2], [1, 2, 3], [1, 3, 3], [1, 1, 1], [2, 1, 1], [2, 1, 3], [2, 2, 3], [2, 2, 1], [3, 2, 1], [3, 1, 1]];160
[[15, 13, 15], [6, 19, 15], [10, 6, 13]];[[2, 2, 3], [2, 2, 1], [1, 1, 1], [1, 2, 2], [2, 1, 1], [1, 3, 3], [1, 2, 3], [3, 1, 1], [3, 2, 1], [2, 1, 3]];[[1, 2, 2], [1, 2, 3], [1, 3, 3], [1, 1, 1], [3, 1, 1], [3, 2, 1], [2, 2, 1], [2, 2, 3], [2, 1, 3], [2, 1, 1]];160
[[15, 13, 15], [6, 19, 15], [10, 6, 13]];[[2, 2, 3], [2, 2, 1], [1, 1, 1], [1, 2, 2], [2, 1, 1], [1, 3, 3], [1, 2, 3], [3, 1, 1], [3, 2, 1], [2, 1, 3]];[[2, 1, 1], [2, 1, 3], [2, 2, 3], [2, 2, 1], [3, 2, 1], [3, 1, 1], [1, 1, 1], [1, 2, 2], [1, 2, 3], [1, 3, 3]];160
[[15, 13, 15], [6, 19, 15], [10, 6, 13]];[[2, 2, 3], [2, 2, 1], [1, 1, 1], [1, 2, 2], [2, 1, 1], [1, 3, 3], [1, 2, 3], [3, 1, 1], [3, 2, 1], [2, 1, 3]];[[2, 1, 1], [2, 1, 3], [2, 2, 3], [2, 2, 1], [3, 2, 1], [3, 1, 1], [1, 1, 1], [1, 3, 3], [1, 2, 3], [1, 2, 2]];160
[[19, 6, 10], [7, 12, 5], [13, 19, 19]];[[1, 3, 3], [2, 3, 1], [3, 3, 2], [1, 1, 1], [1, 2, 3], [1, 3, 1], [2, 3, 3], [3, 1, 2], [3, 2, 3], [1, 3, 2]];[[2, 3, 1], [2, 3, 3], [3, 2, 3], [1, 2, 3], [1, 3, 3], [1, 1, 1], [1, 3, 1], [1, 3, 2], [3, 3, 2], [3, 1, 2]];150
[[19, 6, 10], [7, 12, 5], [13, 19, 19]];[[1, 3, 3], [2, 3, 1], [3, 3, 2], [1, 1, 1], [1, 2, 3], [1, 3, 1], [2, 3, 3], [3, 1, 2], [3, 2, 3], [1, 3, 2]];[[2, 3, 1], [2, 3, 3], [3, 2, 3], [1, 2, 3], [1, 3, 3], [1, 3, 1], [1, 1, 1], [1, 3, 2], [3, 3, 2], [3, 1, 2]];150
[[14, 12, 16], [9, 7, 13], [14, 17, 16]];[[1, 1, 1], [3, 2, 2], [2, 3, 2], [3, 1, 1], [1, 1, 2], [3, 2, 3], [2, 1, 2], [3, 2, 1], [2, 3, 1], [1, 3, 3]];[[3, 2, 2], [3, 2, 3], [3, 2, 1], [3, 1, 1], [1, 1, 1], [1, 1, 2], [2, 1, 2], [2, 3, 2], [2, 3, 1], [1, 3, 3]];179
[[11, 18, 5], [11, 13, 14], [18, 20, 8]];[[1, 1, 1], [3, 1, 2], [1, 3, 3], [1, 3, 2], [1, 1, 2], [3, 2, 2], [2, 2, 1], [2, 3, 3], [3, 2, 3], [2, 1, 1]];[[1, 1, 1], [2, 1, 1], [2, 2, 1], [2, 3, 3], [1, 3, 3], [1, 3, 2], [1, 1, 2], [3, 1, 2], [3, 2, 2], [3, 2, 3]];161
[[18, 17, 18], [5, 7, 5], [14, 17, 11]];[[3, 3, 3], [2, 2, 3], [2, 3, 2], [2, 3, 1], [1, 3, 3], [1, 2, 2], [1, 1, 2], [1, 2, 1], [3, 2, 3], [2, 2, 2]];[[2, 3, 1], [2, 3, 2], [2, 2, 2], [2, 2, 3], [3, 2, 3], [3, 3, 3], [1, 3, 3], [1, 1, 2], [1, 2, 2], [1, 2, 1]];155
[[18, 17, 18], [5, 7, 5], [14, 17, 11]];[[3, 3, 3], [2, 2, 3], [2, 3, 2], [2, 3, 1], [1, 3, 3], [1, 2, 2], [1, 1, 2], [1, 2, 1], [3, 2, 3], [2, 2, 2]];[[2, 3, 1], [2, 3, 2], [2, 2, 2], [2, 2, 3], [3, 2, 3], [3, 3, 3], [1, 3, 3], [1, 2, 1], [1, 2, 2], [1, 1, 2]];155
[[15, 9, 16], [10, 6, 17], [9, 20, 6]];[[2, 2, 2], [2, 2, 3], [3, 3, 1], [2, 1, 3], [3, 2, 2], [1, 3, 1], [1, 1, 3], [3, 3, 3], [2, 1, 2], [1, 1, 1]];[[2, 2, 3], [2, 1, 3], [2, 1, 2], [2, 2, 2], [3, 2, 2], [3, 3, 3], [3, 3, 1], [1, 3, 1], [1, 1, 1], [1, 1, 3]];136
[[8, 15, 9], [19, 7, 14], [18, 6, 17]];[[3, 2, 3], [1, 3, 3], [1, 1, 3], [1, 3, 2], [2, 2, 1], [3, 2, 1], [3, 3, 1], [2, 1, 2], [3, 3, 2], [1, 2, 2]];[[3, 2, 3], [1, 3, 3], [1, 1, 3], [2, 1, 2], [2, 2, 1], [3, 2, 1], [3, 3, 1], [3, 3, 2], [1, 3, 2], [1, 2, 2]];164
[[5, 20, 11], [18, 11, 10], [13, 14, 19]];[[1, 3, 1], [3, 1, 3], [1, 1, 1], [1, 3, 2], [3, 3, 2], [3, 2, 3], [2, 2, 2], [1, 2, 1], [3, 2, 1], [3, 3, 1]];[[3, 1, 3], [3, 2, 3], [3, 2, 1], [1, 2, 1], [1, 1, 1], [1, 3, 1], [3, 3, 1], [3, 3, 2], [1, 3, 2], [2, 2, 2]];166
[[5, 20, 11], [18, 11, 10], [13, 14, 19]];[[1, 3, 1], [3, 1, 3], [1, 1, 1], [1, 3, 2], [3, 3, 2], [3, 2, 3], [2, 2, 2], [1, 2, 1], [3, 2, 1], [3, 3, 1]];[[1, 1, 1], [3, 1, 3], [3, 2, 3], [3, 2, 1], [1, 2, 1], [1, 3, 1], [3, 3, 1], [3, 3, 2], [1, 3, 2], [2, 2, 2]];166
[[12, 11, 10], [18, 9, 14], [14, 7, 18]];[[1, 2, 1], [3, 2, 3], [2, 2, 1], [1, 3, 3], [2, 2, 2], [2, 3, 1], [1, 1, 3], [3, 1, 1], [3, 1, 2], [1, 2, 2]];[[3, 2, 3], [1, 3, 3], [1, 1, 3], [3, 1, 2], [3, 1, 1], [2, 3, 1], [2, 2, 1], [1, 2, 1], [1, 2, 2], [2, 2, 2]];176
[[12, 11, 10], [18, 9, 14], [14, 7, 18]];[[1, 2, 1], [3, 2, 3], [2, 2, 1], [1, 3, 3], [2, 2, 2], [2, 3, 1], [1, 1, 3], [3, 1, 1], [3, 1, 2], [1, 2, 2]];[[2, 2, 2], [1, 2, 2], [1, 2, 1], [2, 2, 1], [2, 3, 1], [3, 1, 1], [3, 1, 2], [1, 1, 3], [1, 3, 3], [3, 2, 3]];176
[[11, 19, 16], [7, 5, 11], [11, 11, 13]];[[1, 3, 3], [2, 1, 3], [2, 3, 2], [1, 2, 2], [1, 1, 2], [1, 1, 1], [3, 3, 1], [2, 3, 3], [1, 1, 3], [2, 2, 2]];[[1, 3, 3], [1, 1, 3], [2, 1, 3], [2, 3, 3], [2, 3, 2], [2, 2, 2], [1, 2, 2], [1, 1, 2], [1, 1, 1], [3, 3, 1]];144
[[9, 18, 11], [5, 18, 8], [9, 9, 11]];[[1, 2, 2], [1, 2, 3], [1, 1, 3], [3, 3, 1], [2, 3, 1], [2, 3, 2], [1, 3, 3], [2, 3, 3], [1, 2, 1], [2, 2, 2]];[[1, 1, 3], [1, 3, 3], [1, 2, 3], [1, 2, 1], [1, 2, 2], [2, 2, 2], [2, 3, 2], [2, 3, 3], [2, 3, 1], [3, 3, 1]];126
[[9, 18, 11], [5, 18, 8], [9, 9, 11]];[[1, 2, 2], [1, 2, 3], [1, 1, 3], [3, 3, 1], [2, 3, 1], [2, 3, 2], [1, 3, 3], [2, 3, 3], [1, 2, 1], [2, 2, 2]];[[3, 3, 1], [2, 3, 1], [2, 3, 3], [2, 3, 2], [2, 2, 2], [1, 2, 2], [1, 2, 1], [1, 2, 3], [1, 1, 3], [1, 3, 3]];126
[[9, 18, 11], [5, 18, 8], [9, 9, 11]];[[1, 2, 2], [1, 2, 3], [1, 1, 3], [3, 3, 1], [2, 3, 1], [2, 3, 2], [1, 3, 3], [2, 3, 3], [1, 2, 1], [2, 2, 2]];[[3, 3, 1], [2, 3, 1], [2, 3, 3], [2, 3, 2], [2, 2, 2], [1, 2, 2], [1, 2, 1], [1, 2, 3], [1, 3, 3], [1, 1, 3]];126
[[10, 6, 15], [11, 7, 12], [14, 5, 5]];[[3, 1, 1], [3, 2, 2], [1, 2, 1], [2, 3, 2], [3, 3, 2], [3, 3, 3], [2, 3, 3], [1, 1, 3], [2, 1, 2], [2, 1, 1]];[[1, 2, 1], [1, 1, 3], [2, 1, 2], [2, 1, 1], [3, 1, 1], [3, 2, 2], [3, 3, 2], [3, 3, 3], [2, 3, 3], [2, 3, 2]];127
[[10, 6, 15], [11, 7, 12], [14, 5, 5]];[[3, 1, 1], [3, 2, 2], [1, 2, 1], [2, 3, 2], [3, 3, 2], [3, 3, 3], [2, 3, 3], [1, 1, 3], [2, 1, 2], [2, 1, 1]];[[2, 3, 2], [2, 3, 3], [3, 3, 3], [3, 3, 2], [3, 2, 2], [3, 1, 1], [2, 1, 1], [2, 1, 2], [1, 1, 3], [1, 2, 1]];127
[[8, 6, 18], [6, 8, 11], [6, 17, 18]];[[3, 2, 1], [2, 1, 1], [3, 2, 3], [2, 1, 2], [1, 1, 1], [1, 1, 3], [3, 2, 2], [1, 3, 3], [2, 3, 3], [3, 1, 2]];[[2, 1, 1], [2, 1, 2], [3, 1, 2], [3, 2, 2], [3, 2, 1], [3, 2, 3], [2, 3, 3], [1, 3, 3], [1, 1, 3], [1, 1, 1]];122
[[8, 6, 18], [6, 8, 11], [6, 17, 18]];[[3, 2, 1], [2, 1, 1], [3, 2, 3], [2, 1, 2], [1, 1, 1], [1, 1, 3], [3, 2, 2], [1, 3, 3], [2, 3, 3], [3, 1, 2]];[[2, 1, 1], [1, 1, 1], [1, 1, 3], [1, 3, 3], [2, 3, 3], [3, 2, 3], [3, 2, 1], [3, 2, 2], [3, 1, 2], [2, 1, 2]];122
[[8, 6, 18], [6, 8, 11], [6, 17, 18]];[[3, 2, 1], [2, 1, 1], [3, 2, 3], [2, 1, 2], [1, 1, 1], [1, 1, 3], [3, 2, 2], [1, 3, 3], [2, 3, 3], [3, 1, 2]];[[2, 1, 2], [3, 1, 2], [3, 2, 2], [3, 2, 1], [3, 2, 3], [2, 3, 3], [1, 3, 3], [1, 1, 3], [1, 1, 1], [2, 1, 1]];122
[[8, 6, 18], [6, 8, 11], [6, 17, 18]];[[3, 2, 1], [2, 1, 1], [3, 2, 3], [2, 1, 2], [1, 1, 1], [1, 1, 3], [3, 2, 2], [1, 3, 3], [2, 3, 3], [3, 1, 2]];[[1, 1, 1], [1, 1, 3], [1, 3, 3], [2, 3, 3], [3, 2, 3], [3, 2, 1], [3, 2, 2], [3, 1, 2], [2, 1, 2], [2, 1, 1]];122
[[12, 10, 15], [14, 11, 11], [14, 16, 11]];[[1, 3, 1], [1, 1, 2], [2, 1, 3], [2, 3, 3], [3, 1, 2], [2, 1, 1], [2, 3, 1], [1, 3, 2], [1, 1, 3], [2, 2, 3]];[[2, 3, 3], [2, 2, 3], [2, 1, 3], [1, 1, 3], [1, 1, 2], [3, 1, 2], [1, 3, 2], [1, 3, 1], [2, 3, 1], [2, 1, 1]];161
[[12, 10, 15], [14, 11, 11], [14, 16, 11]];[[1, 3, 1], [1, 1, 2], [2, 1, 3], [2, 3, 3], [3, 1, 2], [2, 1, 1], [2, 3, 1], [1, 3, 2], [1, 1, 3], [2, 2, 3]];[[2, 3, 3], [2, 2, 3], [2, 1, 3], [1, 1, 3], [3, 1, 2], [1, 1, 2], [1, 3, 2], [1, 3, 1], [2, 3, 1], [2, 1, 1]];161
[[12, 10, 15], [14, 11, 11], [14, 16, 11]];[[1, 3, 1], [1, 1, 2], [2, 1, 3], [2, 3, 3], [3, 1, 2], [2, 1, 1], [2, 3, 1], [1, 3, 2], [1, 1, 3], [2, 2, 3]];[[2, 3, 3], [2, 2, 3], [2, 1, 3], [1, 1, 3], [2, 1, 1], [2, 3, 1], [1, 3, 1], [1, 3, 2], [1, 1, 2], [3, 1, 2]];161
[[12, 10, 15], [14, 11, 11], [14, 16, 11]];[[1, 3, 1], [1, 1, 2], [2, 1, 3], [2, 3, 3], [3, 1, 2], [2, 1, 1], [2, 3, 1], [1, 3, 2], [1, 1, 3], [2, 2, 3]];[[2, 3, 3], [2, 2, 3], [1, 1, 3], [2, 1, 3], [2, 1, 1], [2, 3, 1], [1, 3, 1], [1, 3, 2], [1, 1, 2], [3, 1, 2]];161
[[12, 10, 15], [14, 11, 11], [14, 16, 11]];[[1, 3, 1], [1, 1, 2], [2, 1, 3], [2, 3, 3], [3, 1, 2], [2, 1, 1], [2, 3, 1], [1, 3, 2], [1, 1, 3], [2, 2, 3]];[[3, 1, 2], [1, 1, 2], [1, 3, 2], [1, 3, 1], [2, 3, 1], [2, 1, 1], [2, 1, 3], [1, 1, 3], [2, 3, 3], [2, 2, 3]];161
